Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Answer (1-4),Explanation,Difficulty,Subject,Chapter,Topic
Motivation is best defined as:,Emotional stability,Internal drive to act,Organizational structure,Leadership style,2,Motivation refers to forces that energize and direct behavior.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
"According to expectancy theory, motivation depends on:",Reinforcement schedules,Needs hierarchy,Expectation of reward,Leadership style,3,Motivation depends on belief that effort leads to performance and rewards.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Job satisfaction refers to:,Salary level,Emotional response to job,Job title,Organizational size,2,Job satisfaction reflects how employees feel about their work.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Organizational commitment refers to:,Job performance,Loyalty to organization,Salary satisfaction,Leadership style,2,It reflects emotional attachment and intention to stay.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Leadership is defined as:,Authority over employees,Ability to influence others,Organizational structure,Decision-making alone,2,Leadership involves influencing individuals toward goals.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Transformational leadership focuses on:,Punishment,Inspiration and change,Control,Rules enforcement,2,It motivates employees through vision and inspiration.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Group cohesion refers to:,Conflict level,Attraction among members,Leadership style,Task difficulty,2,Cohesion reflects how strongly members are bonded.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Social loafing refers to:,Increased effort in groups,Reduced effort in groups,Leadership dominance,Conflict resolution,2,Individuals may exert less effort when working in groups.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Conflict management styles include:,Avoidance,Dominance,Compromise,All of the above,4,These are common approaches to managing conflict.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Organizational communication includes:,Only written messages,Only verbal messages,Exchange of information within organization,External communication only,3,Communication involves sharing information internally.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Upward communication flows:,From managers to employees,From employees to managers,Across departments,Outside organization,2,Upward communication allows feedback from employees.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Stress is defined as:,Emotional happiness,Response to demands,Physical exercise,Job satisfaction,2,Stress arises from perceived demands exceeding resources.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Burnout includes:,High motivation,Emotional exhaustion,Increased productivity,Job satisfaction,2,"Burnout involves fatigue, cynicism, and reduced performance.",Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Ergonomics focuses on:,Leadership,Workplace design,Motivation,Compensation,2,Ergonomics improves interaction between humans and work environment.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
RA 10029 primarily regulates:,Business management,Psychology practice in the Philippines,Medical profession,Engineering field,2,The law governs licensure and practice of psychology.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
"Under RA 10029, only licensed individuals can:",Conduct marketing,Practice psychology,Manage employees,Conduct meetings,2,The law restricts practice to licensed professionals.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Confidentiality in psychology means:,Sharing all data,Protecting client information,Reporting all results publicly,Ignoring privacy,2,Ethical standards require safeguarding information.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Test security refers to:,Test scoring,Protecting test materials,Interviewing,Training employees,2,Ensures validity and fairness of assessments.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Informed consent involves:,Forcing participation,Providing full information before participation,Ignoring participant rights,Conducting secret tests,2,Participants must understand procedures and risks.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Discrimination in selection refers to:,Fair treatment,Unfair exclusion based on protected characteristics,Equal opportunity,Job analysis,2,Discrimination involves biased decisions.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Adverse impact occurs when:,All groups benefit equally,Selection disproportionately excludes a group,No one is hired,Tests are invalid,2,It indicates potential discrimination.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Which of the following best describes content validity?,Predicting job performance,Measuring abstract traits,Representing job-related tasks,Measuring personality,3,Content validity ensures that test items reflect actual job tasks and responsibilities.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
Construct validity refers to:,Consistency of scores,Measuring theoretical traits,Legal compliance,Job description accuracy,2,Construct validity determines whether a test accurately measures an underlying psychological trait.,Medium,Industrial/Organizational Psychology,Exam 4,Exam 4
